query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
query_1,TRUE,0.009783791238878,151,2989,37,0.012378721980595517,0.24503311258278146,GO:0070646,GO:BP,protein modification by small protein removal,21026,16002,
query_1,TRUE,0.00981622525077931,159,2315,32,0.013822894168466522,0.20125786163522014,GO:0008366,GO:BP,axon ensheathment,21026,3171,
query_1,TRUE,0.00981622525077931,159,2315,32,0.013822894168466522,0.20125786163522014,GO:0007272,GO:BP,ensheathment of neurons,21026,2786,
query_1,TRUE,0.009818563855635877,202,4725,66,0.013968253968253968,0.32673267326732675,GO:0120032,GO:BP,regulation of plasma membrane bounded cell projection assembly,21026,19206,
query_1,TRUE,0.009818563855635877,8,5520,7,0.0012681159420289854,0.875,GO:2000601,GO:BP,positive regulation of Arp2/3 complex-mediated actin nucleation,21026,25443,
query_1,TRUE,0.009818563855635877,162,2984,39,0.01306970509383378,0.24074074074074073,GO:0030307,GO:BP,positive regulation of cell growth,21026,6725,
query_1,TRUE,0.009818563855635877,31,3369,13,0.00385871178391214,0.41935483870967744,GO:0006359,GO:BP,regulation of transcription by RNA polymerase III,21026,2127,
query_1,TRUE,0.009834163747706261,70,2145,17,0.007925407925407926,0.24285714285714285,GO:0032922,GO:BP,circadian regulation of gene expression,21026,7856,
query_1,TRUE,0.009834163747706261,14,3382,8,0.002365464222353637,0.5714285714285714,GO:0051255,GO:BP,spindle midzone assembly,21026,13420,
query_1,TRUE,0.009834163747706261,15,4002,9,0.0022488755622188904,0.6,GO:0008298,GO:BP,intracellular mRNA localization,21026,3144,
query_1,TRUE,0.009881418499600114,9,4567,7,0.001532734836873221,0.7777777777777778,GO:0062176,GO:BP,R-loop processing,21026,15632,
query_1,TRUE,0.009881418499600114,34,1524,9,0.005905511811023622,0.2647058823529412,GO:0090169,GO:BP,regulation of spindle assembly,21026,17842,
query_1,TRUE,0.010266260288003223,53,573,7,0.012216404886561954,0.1320754716981132,GO:1902692,GO:BP,regulation of neuroblast proliferation,21026,22141,
query_1,TRUE,0.010291726212020737,13,4896,9,0.001838235294117647,0.6923076923076923,GO:0030397,GO:BP,membrane disassembly,21026,6754,
query_1,TRUE,0.0103519021317589,21,3963,11,0.0027756749936916477,0.5238095238095238,GO:0018394,GO:BP,peptidyl-lysine acetylation,21026,5393,
query_1,TRUE,0.0103519021317589,7,4528,6,0.001325088339222615,0.8571428571428571,GO:0140331,GO:BP,aminophospholipid translocation,21026,19491,
query_1,TRUE,0.0103519021317589,1223,4236,292,0.06893295561850803,0.23875715453802127,GO:0071495,GO:BP,cellular response to endogenous stimulus,21026,16497,
query_1,TRUE,0.0103519021317589,10,365,3,0.00821917808219178,0.3,GO:0045835,GO:BP,negative regulation of meiotic nuclear division,21026,11489,
query_1,TRUE,0.010480941478999053,17,5215,11,0.002109300095877277,0.6470588235294118,GO:1902969,GO:BP,mitotic DNA replication,21026,22343,
query_1,TRUE,0.010480941478999053,5,4734,5,0.0010561892691170257,1,GO:0045053,GO:BP,protein retention in Golgi apparatus,21026,11097,
query_1,TRUE,0.010572590563998492,3549,3434,646,0.18811881188118812,0.18202310510002817,GO:0006351,GO:BP,DNA-templated transcription,21026,2120,
query_1,TRUE,0.010671124250675335,284,3954,76,0.019221041982802226,0.2676056338028169,GO:0002758,GO:BP,innate immune response-activating signaling pathway,21026,1267,
query_1,TRUE,0.010717319124654328,8,3695,6,0.0016238159675236806,0.75,GO:0021957,GO:BP,corticospinal tract morphogenesis,21026,6480,
query_1,TRUE,0.010776676938242994,9,87,2,0.022988505747126436,0.2222222222222222,GO:0048387,GO:BP,negative regulation of retinoic acid receptor signaling pathway,21026,12555,
query_1,TRUE,0.010852262204391776,10,3977,7,0.001760120693990445,0.7,GO:0110025,GO:BP,DNA strand resection involved in replication fork processing,21026,19096,
query_1,TRUE,0.010862908351196717,8,3707,6,0.0016185594820609657,0.75,GO:1905832,GO:BP,positive regulation of spindle assembly,21026,24514,
query_1,TRUE,0.010906698806179324,41,5555,21,0.0037803780378037805,0.5121951219512195,GO:0033260,GO:BP,nuclear DNA replication,21026,8045,
query_1,TRUE,0.010946446907442434,83,5339,35,0.006555534744334145,0.42168674698795183,GO:0006289,GO:BP,nucleotide-excision repair,21026,2094,
query_1,TRUE,0.011089754273919165,57,893,9,0.010078387458006719,0.15789473684210525,GO:0034332,GO:BP,adherens junction organization,21026,8511,
query_1,TRUE,0.011089754273919165,14,4475,9,0.002011173184357542,0.6428571428571429,GO:1901985,GO:BP,positive regulation of protein acetylation,21026,21630,
query_1,TRUE,0.011196425788427363,50,1253,10,0.007980845969672785,0.2,GO:0035850,GO:BP,epithelial cell differentiation involved in kidney development,21026,9215,
query_1,TRUE,0.011230618998184574,1132,4172,268,0.06423777564717162,0.23674911660777384,GO:0001775,GO:BP,cell activation,21026,438,
query_1,TRUE,0.011264195834445177,41,202,4,0.019801980198019802,0.0975609756097561,GO:0071459,GO:BP,"protein localization to chromosome, centromeric region",21026,16461,
query_1,TRUE,0.011342315217837837,43,2058,12,0.0058309037900874635,0.27906976744186046,GO:0060999,GO:BP,positive regulation of dendritic spine development,21026,14907,
query_1,TRUE,0.011342315217837837,92,4202,32,0.007615421227986673,0.34782608695652173,GO:0009791,GO:BP,post-embryonic development,21026,3663,
query_1,TRUE,0.011387955351685793,4,1161,3,0.002583979328165375,0.75,GO:0072137,GO:BP,condensed mesenchymal cell proliferation,21026,16934,
query_1,TRUE,0.011573231756121823,85,3983,29,0.007280944012051218,0.3411764705882353,GO:0048041,GO:BP,focal adhesion assembly,21026,12315,
query_1,TRUE,0.011594343183178502,28,2385,10,0.0041928721174004195,0.35714285714285715,GO:1904752,GO:BP,regulation of vascular associated smooth muscle cell migration,21026,23697,
query_1,TRUE,0.011594343183178502,12,3146,7,0.0022250476795931343,0.5833333333333334,GO:0051657,GO:BP,maintenance of organelle location,21026,13680,
query_1,TRUE,0.011604808918228168,12,2183,6,0.002748511223087494,0.5,GO:0007056,GO:BP,spindle assembly involved in female meiosis,21026,2642,
query_1,TRUE,0.01163041771766566,45,2262,13,0.005747126436781609,0.28888888888888886,GO:0030261,GO:BP,chromosome condensation,21026,6712,
query_1,TRUE,0.01163041771766566,66,4236,25,0.005901794145420208,0.3787878787878788,GO:0010632,GO:BP,regulation of epithelial cell migration,21026,4261,
query_1,TRUE,0.011676169010273102,48,3632,18,0.004955947136563877,0.375,GO:1902459,GO:BP,positive regulation of stem cell population maintenance,21026,21998,
query_1,TRUE,0.011676169010273102,113,3975,36,0.009056603773584906,0.3185840707964602,GO:0048675,GO:BP,axon extension,21026,12766,
query_1,TRUE,0.011676169010273102,20,778,5,0.006426735218508998,0.25,GO:0000076,GO:BP,DNA replication checkpoint signaling,21026,27,
query_1,TRUE,0.011676169010273102,108,1132,15,0.013250883392226149,0.1388888888888889,GO:0097306,GO:BP,cellular response to alcohol,21026,18346,
query_1,TRUE,0.011954063883291946,27,869,6,0.006904487917146145,0.2222222222222222,GO:0006929,GO:BP,substrate-dependent cell migration,21026,2557,
query_1,TRUE,0.01197375941092151,77,4681,30,0.00640888698995941,0.38961038961038963,GO:0018107,GO:BP,peptidyl-threonine phosphorylation,21026,5301,
query_1,TRUE,0.012079234103321752,73,3135,22,0.007017543859649123,0.3013698630136986,GO:0002562,GO:BP,somatic diversification of immune receptors via germline recombination within a single locus,21026,1081,
query_1,TRUE,0.012079234103321752,73,3135,22,0.007017543859649123,0.3013698630136986,GO:0016444,GO:BP,somatic cell DNA recombination,21026,5198,
query_1,TRUE,0.012136517349553462,204,4271,61,0.014282369468508546,0.29901960784313725,GO:0060491,GO:BP,regulation of cell projection assembly,21026,14474,
query_1,TRUE,0.012150210998893539,72,3632,24,0.006607929515418502,0.3333333333333333,GO:2000036,GO:BP,regulation of stem cell population maintenance,21026,24962,
query_1,TRUE,0.012243697085257691,13,707,4,0.005657708628005658,0.3076923076923077,GO:1903490,GO:BP,positive regulation of mitotic cytokinesis,21026,22716,
query_1,TRUE,0.012268198229077173,449,4169,117,0.028064284000959464,0.26057906458797325,GO:0045088,GO:BP,regulation of innate immune response,21026,11117,
query_1,TRUE,0.012395365674960919,4,1208,3,0.0024834437086092716,0.75,GO:1904594,GO:BP,regulation of termination of RNA polymerase II transcription,21026,23568,
query_1,TRUE,0.012395365674960919,5,4951,5,0.0010098969905069683,1,GO:0022027,GO:BP,interkinetic nuclear migration,21026,6547,
query_1,TRUE,0.012395365674960919,21,1627,7,0.0043023970497848806,0.3333333333333333,GO:1901970,GO:BP,positive regulation of mitotic sister chromatid separation,21026,21621,
query_1,TRUE,0.012597099485065532,52,3346,18,0.005379557680812911,0.34615384615384615,GO:0010332,GO:BP,response to gamma radiation,21026,4047,
query_1,TRUE,0.012632357278438556,70,4977,29,0.005826803295157726,0.4142857142857143,GO:0006303,GO:BP,double-strand break repair via nonhomologous end joining,21026,2102,
query_1,TRUE,0.012732986063334003,3,1910,3,0.0015706806282722514,1,GO:0016046,GO:BP,detection of fungus,21026,5055,
query_1,TRUE,0.012732986063334003,4,3479,4,0.0011497556769186547,1,GO:0018076,GO:BP,N-terminal peptidyl-lysine acetylation,21026,5292,
query_1,TRUE,0.012951062623141857,10,88,2,0.022727272727272728,0.2,GO:0060717,GO:BP,chorion development,21026,14675,
query_1,TRUE,0.012954979426325959,41,791,7,0.008849557522123894,0.17073170731707318,GO:0031111,GO:BP,negative regulation of microtubule polymerization or depolymerization,21026,6999,
query_1,TRUE,0.013045089030951688,5,2401,4,0.001665972511453561,0.8,GO:1905605,GO:BP,positive regulation of blood-brain barrier permeability,21026,24346,
query_1,TRUE,0.013045089030951688,16,2256,7,0.0031028368794326243,0.4375,GO:1904754,GO:BP,positive regulation of vascular associated smooth muscle cell migration,21026,23699,
query_1,TRUE,0.013060094805265076,543,4346,143,0.032903819604233775,0.26335174953959484,GO:0010498,GO:BP,proteasomal protein catabolic process,21026,4161,
query_1,TRUE,0.013146778997157839,200,2109,35,0.016595542911332386,0.175,GO:0045814,GO:BP,"negative regulation of gene expression, epigenetic",21026,11474,
query_1,TRUE,0.013264516896338646,4,1243,3,0.002413515687851971,0.75,GO:0034089,GO:BP,establishment of meiotic sister chromatid cohesion,21026,8337,
query_1,TRUE,0.013361367006519374,26,2659,10,0.00376081233546446,0.38461538461538464,GO:0006760,GO:BP,folic acid-containing compound metabolic process,21026,2445,
query_1,TRUE,0.013382254512130211,605,4368,158,0.036172161172161175,0.2611570247933884,GO:0007507,GO:BP,heart development,21026,2979,
query_1,TRUE,0.013404549874576068,27,2548,10,0.003924646781789639,0.37037037037037035,GO:1904358,GO:BP,positive regulation of telomere maintenance via telomere lengthening,21026,23383,
query_1,TRUE,0.013526113523021327,128,4192,41,0.009780534351145039,0.3203125,GO:0030833,GO:BP,regulation of actin filament polymerization,21026,6881,
query_1,TRUE,0.013581996037804071,374,3791,92,0.024268003165391717,0.24598930481283424,GO:0045089,GO:BP,positive regulation of innate immune response,21026,11118,
query_1,TRUE,0.013589149558749587,33,1324,8,0.006042296072507553,0.24242424242424243,GO:0033146,GO:BP,regulation of intracellular estrogen receptor signaling pathway,21026,8002,
query_1,TRUE,0.013734858307095617,305,3954,80,0.020232675771370764,0.26229508196721313,GO:0002218,GO:BP,activation of innate immune response,21026,751,
query_1,TRUE,0.013807428320089181,92,2989,25,0.008364001338240215,0.2717391304347826,GO:0045995,GO:BP,regulation of embryonic development,21026,11625,
query_1,TRUE,0.01397988704220182,23,1076,6,0.0055762081784386614,0.2608695652173913,GO:0072112,GO:BP,podocyte differentiation,21026,16909,
query_1,TRUE,0.01397988704220182,23,1076,6,0.0055762081784386614,0.2608695652173913,GO:0061318,GO:BP,renal filtration cell differentiation,21026,15185,
query_1,TRUE,0.014024502392013024,6,754,3,0.003978779840848806,0.5,GO:1904778,GO:BP,positive regulation of protein localization to cell cortex,21026,23716,
query_1,TRUE,0.01405130204988917,171,573,13,0.02268760907504363,0.07602339181286549,GO:0061351,GO:BP,neural precursor cell proliferation,21026,15210,
query_1,TRUE,0.01405130204988917,2029,4119,452,0.10973537266326779,0.22276983735830458,GO:0032879,GO:BP,regulation of localization,21026,7819,
query_1,TRUE,0.014078606713348778,16,2294,7,0.003051438535309503,0.4375,GO:0043201,GO:BP,response to L-leucine,21026,10479,
query_1,TRUE,0.014126033538272307,210,2492,41,0.016452648475120384,0.19523809523809524,GO:0007623,GO:BP,circadian rhythm,21026,3066,
query_1,TRUE,0.014146591851330284,155,4226,48,0.011358258400378608,0.3096774193548387,GO:0009411,GO:BP,response to UV,21026,3462,
query_1,TRUE,0.014171777611440162,36,2218,11,0.004959422903516681,0.3055555555555556,GO:0001953,GO:BP,negative regulation of cell-matrix adhesion,21026,560,
query_1,TRUE,0.014194541720387954,132,5587,52,0.009307320565598711,0.3939393939393939,GO:0017148,GO:BP,negative regulation of translation,21026,5260,
query_1,TRUE,0.014216648056630608,599,4067,147,0.03614457831325301,0.24540901502504173,GO:0048667,GO:BP,cell morphogenesis involved in neuron differentiation,21026,12758,
query_1,TRUE,0.014393615626173004,8,3963,6,0.001514004542013626,0.75,GO:1903943,GO:BP,regulation of hepatocyte apoptotic process,21026,23057,
query_1,TRUE,0.014427017502012753,9,3352,6,0.0017899761336515514,0.6666666666666666,GO:0051639,GO:BP,actin filament network formation,21026,13662,
query_1,TRUE,0.014427017502012753,5,2488,4,0.001607717041800643,0.8,GO:0045875,GO:BP,negative regulation of sister chromatid cohesion,21026,11519,
query_1,TRUE,0.014427017502012753,498,2978,96,0.03223640026863667,0.1927710843373494,GO:0051338,GO:BP,regulation of transferase activity,21026,13483,
query_1,TRUE,0.014489035299953908,17,4516,10,0.0022143489813994687,0.5882352941176471,GO:0006895,GO:BP,Golgi to endosome transport,21026,2538,
query_1,TRUE,0.014489035299953908,7,4897,6,0.001225239942822136,0.8571428571428571,GO:0062029,GO:BP,positive regulation of stress granule assembly,21026,15566,
query_1,TRUE,0.014557656114782241,9,4942,7,0.00141643059490085,0.7777777777777778,GO:0035520,GO:BP,monoubiquitinated protein deubiquitination,21026,9007,
query_1,TRUE,0.014640931866474137,10,96,2,0.020833333333333332,0.2,GO:0051307,GO:BP,meiotic chromosome separation,21026,13456,
query_1,TRUE,0.014640931866474137,129,4043,40,0.009893643334157804,0.31007751937984496,GO:0006661,GO:BP,phosphatidylinositol biosynthetic process,21026,2362,
query_1,TRUE,0.01466685943881777,9,4951,7,0.0014138557867097556,0.7777777777777778,GO:0046601,GO:BP,positive regulation of centriole replication,21026,12086,
query_1,TRUE,0.014706764836717859,14,2728,7,0.002565982404692082,0.5,GO:1904353,GO:BP,regulation of telomere capping,21026,23378,
query_1,TRUE,0.014706764836717859,124,802,13,0.016209476309226933,0.10483870967741936,GO:0003206,GO:BP,cardiac chamber morphogenesis,21026,1634,
query_1,TRUE,0.014834695846370122,66,239,5,0.02092050209205021,0.07575757575757576,GO:0070192,GO:BP,chromosome organization involved in meiotic cell cycle,21026,15752,
query_1,TRUE,0.014834695846370122,35,3101,13,0.00419219606578523,0.37142857142857144,GO:0045943,GO:BP,positive regulation of transcription by RNA polymerase I,21026,11574,
query_1,TRUE,0.014944149442238569,127,2140,25,0.011682242990654205,0.1968503937007874,GO:0000956,GO:BP,nuclear-transcribed mRNA catabolic process,21026,262,
query_1,TRUE,0.014944149442238569,5,5215,5,9.587727708533077e-4,1,GO:1902315,GO:BP,nuclear cell cycle DNA replication initiation,21026,21905,
query_1,TRUE,0.014944149442238569,5,5215,5,9.587727708533077e-4,1,GO:1902292,GO:BP,cell cycle DNA replication initiation,21026,21893,
query_1,TRUE,0.014944149442238569,5,5215,5,9.587727708533077e-4,1,GO:1902975,GO:BP,mitotic DNA replication initiation,21026,22345,
query_1,TRUE,0.01496902484074713,1040,5460,314,0.057509157509157506,0.3019230769230769,GO:0009894,GO:BP,regulation of catabolic process,21026,3739,
query_1,TRUE,0.01496902484074713,3,376,2,0.005319148936170213,0.6666666666666666,GO:1905205,GO:BP,positive regulation of connective tissue replacement,21026,24051,
query_1,TRUE,0.01496902484074713,34,3211,13,0.004048582995951417,0.38235294117647056,GO:0086004,GO:BP,regulation of cardiac muscle cell contraction,21026,17646,
query_1,TRUE,0.01496902484074713,246,2682,49,0.018269947800149143,0.1991869918699187,GO:0050769,GO:BP,positive regulation of neurogenesis,21026,13072,
query_1,TRUE,0.01496902484074713,3,376,2,0.005319148936170213,0.6666666666666666,GO:0010825,GO:BP,positive regulation of centrosome duplication,21026,4418,
query_1,TRUE,0.015075882983126633,50,4217,20,0.0047427080863172875,0.4,GO:1904645,GO:BP,response to amyloid-beta,21026,23607,
query_1,TRUE,0.015134659572959248,35,973,7,0.007194244604316547,0.2,GO:1904385,GO:BP,cellular response to angiotensin,21026,23409,
query_1,TRUE,0.015290197978793699,172,3190,42,0.013166144200626959,0.2441860465116279,GO:0071897,GO:BP,DNA biosynthetic process,21026,16739,
query_1,TRUE,0.015348058554807233,2,657,2,0.0030441400304414,1,GO:0046832,GO:BP,negative regulation of RNA export from nucleus,21026,12222,
query_1,TRUE,0.015352701520372684,71,1085,11,0.010138248847926268,0.15492957746478872,GO:0032835,GO:BP,glomerulus development,21026,7802,
query_1,TRUE,0.015387642971880626,376,4192,100,0.02385496183206107,0.26595744680851063,GO:0032970,GO:BP,regulation of actin filament-based process,21026,7896,
